Time(in seconds),Dynamic Density,
213,0,0.0550583,
214,0,0.0550583,
215,0,0.0574096,
216,0,0.0548624,
217,0,0.0546664,
218,0,0.0521193,
219,0,0.0509436,
220,0,0.0530989,
221,0,0.040559,
222,0,0.0423224,
223,0,0.0429102,
224,0,0.0452615,
225,0,0.0397752,
226,0,0.0401671,
227,0,0.0423224,
228,0,0.0448696,
229,0,0.0454574,
230,0,0.0482005,
231,0,0.0444777,
232,0,0.0450655,
233,0,0.0491802,
234,0,0.0495721,
235,0,0.0460452,
236,0,0.0558421,
237,0,0.0532949,
238,0,0.0619161,
239,0,0.0756317,
240,0,0.0482005,
241,0,0.0472208,
242,0,0.040363,
243,0,0.0411468,
244,0,0.0415387,
245,0,0.0513355,
246,0,0.037228,
247,0,0.0382077,
248,0,0.037228,
249,0,0.0358565,
250,0,0.0438899,
251,0,0.0401671,
252,0,0.0411468,
253,0,0.0387955,
254,0,0.040363,
255,0,0.0380118,
256,0,0.0446736,
257,0,0.0352687,
258,0,0.0333093,
259,0,0.0323296,
260,0,0.0323296,
261,0,0.0313499,
262,0,0.0333093,
263,0,0.0378159,
264,0,0.0382077,
265,0,0.0382077,
266,0,0.0376199,
267,0,0.034289,
268,0,0.034289,
269,0,0.034289,
270,0,0.0368362,
271,0,0.037228,
272,0,0.0401671,
273,0,0.0382077,
274,0,0.0352687,
275,0,0.0370321,
276,0,0.0362484,
277,0,0.0387955,
278,0,0.034289,
279,0,0.0397752,
280,0,0.0448696,
281,0,0.0523152,
282,0,0.0454574,
283,0,0.0503558,
284,0,0.0530989,
285,0,0.049768,
286,0,0.0527071,
287,0,0.0550583,
288,0,0.0476127,
289,0,0.0758276,
290,0,0.0634836,
291,0,0.0532949,
292,0,0.0611324,
293,0,0.046829,
294,0,0.0440858,
295,0,0.0460452,
296,0,0.043498,
297,0,0.0389915,
298,0,0.0427143,
299,0,0.040559,
300,0,0.0401671,
301,0,0.040363,
302,0,0.0409508,
303,0,0.0429102,
304,0,0.0444777,
305,0,0.0438899,
306,0,0.0427143,
307,0,0.0452615,
308,0,0.0462411,
309,0,0.0511396,
310,0,0.0433021,
311,0,0.0476127,
312,0,0.0417346,
313,0,0.043498,
314,0,0.0581933,
315,0,0.0431061,
316,0,0.0448696,
317,0,0.0421265,
318,0,0.0450655,
319,0,0.0483964,
320,0,0.049768,
321,0,0.0401671,
322,0,0.0474168,
323,0,0.049768,
324,0,0.0442818,
325,0,0.0487883,
326,0,0.0448696,
327,0,0.037228,
328,0,0.0344849,
329,0,0.0335052,
330,0,0.037228,
331,0,0.037228,
332,0,0.040363,
333,0,0.0438899,
334,0,0.043694,
335,0,0.040559,
336,0,0.0391874,
337,0,0.043498,
338,0,0.0456533,
339,0,0.0462411,
340,0,0.0485924,
341,0,0.0513355,
342,0,0.0440858,
343,0,0.0632877,
344,0,0.0603486,
345,0,0.0556461,
346,0,0.0460452,
347,0,0.0636795,
348,0,0.0521193,
349,0,0.0701455,
350,0,0.0752398,
351,0,0.0564299,
352,0,0.0736723,
353,0,0.0805301,
354,0,0.0574096,
355,0,0.0787667,
356,0,0.0707333,
357,0,0.0613283,
358,0,0.090327,
359,0,0.0770033,
360,0,0.0548624,
361,0,0.0813139,
362,0,0.0752398,
363,0,0.0564299,
364,0,0.0638755,
365,0,0.0713211,
366,0,0.0564299,
367,0,0.0703414,
368,0,0.0650511,
369,0,0.0495721,
370,0,0.065443,
371,0,0.0505518,
372,0,0.0382077,
373,0,0.0499639,
374,0,0.0454574,
375,0,0.0478086,
376,0,0.0556461,
377,0,0.0578014,
378,0,0.0401671,
379,0,0.0470249,
380,0,0.046633,
381,0,0.0391874,
382,0,0.0605445,
383,0,0.0515314,
384,0,0.0491802,
385,0,0.0599567,
386,0,0.0703414,
387,0,0.0617202,
388,0,0.0899351,
389,0,0.0687739,
390,0,0.0762195,
391,0,0.0977726,
392,0,0.0983604,
393,0,0.0668145,
394,0,0.0918945,
395,0,0.0848407,
396,0,0.0918945,
397,0,0.0958132,
398,0,0.0946376,
399,0,0.0787667,
400,0,0.12971,
401,0,0.109529,
402,0,0.0881717,
403,0,0.11717,
404,0,0.14852,
405,0,0.0926782,
406,0,0.13794,
407,0,0.127555,
408,0,0.0689698,
409,0,0.106786,
410,0,0.104826,
411,0,0.0752398,
412,0,0.101691,
413,0,0.123048,
414,0,0.0948335,
415,0,0.118738,
416,0,0.127359,
417,0,0.0820976,
418,0,0.100712,
419,0,0.103063,
420,0,0.0813139,
421,0,0.0464371,
422,0,0.0687739,
423,0,0.0719089,
424,0,0.123636,
425,0,0.117562,
426,0,0.0836651,
427,0,0.152831,
428,0,0.145189,
429,0,0.0907189,
430,0,0.148128,
431,0,0.102083,
432,0,0.0758276,
433,0,0.113643,
434,0,0.109333,
435,0,0.0887595,
436,0,0.129123,
437,0,0.0999279,
438,0,0.0711251,
439,0,0.0950295,
440,0,0.101299,
441,0,0.0795504,
442,0,0.104043,
443,0,0.0848407,
444,0,0.071713,
445,0,0.101104,
446,0,0.0822936,
447,0,0.0664227,
448,0,0.0885635,
449,0,0.0811179,
450,0,0.0658349,
451,0,0.0926782,
452,0,0.0856245,
453,0,0.071517,
454,0,0.0913067,
455,0,0.0858204,
456,0,0.0693617,
457,0,0.0822936,
458,0,0.0824895,
459,0,0.0656389,
460,0,0.077787,
461,0,0.0730845,
462,0,0.0625039,
463,0,0.0756317,
464,0,0.0750439,
465,0,0.059173,
466,0,0.0668145,
467,0,0.0636795,
468,0,0.0564299,
469,0,0.0689698,
470,0,0.0666186,
471,0,0.0542746,
472,0,0.065247,
473,0,0.0630917,
474,0,0.0632877,
475,0,0.0674023,
476,0,0.0707333,
477,0,0.0642674,
478,0,0.0701455,
479,0,0.0674023,
480,0,0.0605445,
481,0,0.0687739,
482,0,0.0666186,
483,0,0.0581933,
484,0,0.0646592,
485,0,0.0628958,
486,0,0.0636795,
487,0,0.0648552,
488,0,0.0634836,
489,0,0.0630917,
490,0,0.062308,
491,0,0.0617202,
492,0,0.0660308,
493,0,0.0732805,
494,0,0.0662267,
495,0,0.0603486,
496,0,0.0632877,
497,0,0.0670105,
498,0,0.0617202,
499,0,0.0644633,
500,0,0.0566258,
501,0,0.0538827,
502,0,0.068578,
503,0,0.104043,
504,0,0.0979685,
505,0,0.104239,
506,0,0.0956173,
507,0,0.0944417,
508,0,0.130886,
509,0,0.130494,
510,0,0.0977726,
511,0,0.154398,
512,0,0.140487,
513,0,0.101104,
514,0,0.141858,
515,0,0.139899,
516,0,0.103651,
517,0,0.157533,
518,0,0.156946,
519,0,0.0905229,
520,0,0.147932,
521,0,0.115015,
522,0,0.100908,
523,0,0.151263,
524,0,0.154986,
525,0,0.107765,
526,0,0.156358,
527,0,0.138527,
528,0,0.10561,
529,0,0.15479,
530,0,0.154594,
531,0,0.109137,
532,0,0.138723,
533,0,0.130494,
534,0,0.108353,
535,0,0.151459,
536,0,0.139703,
537,0,0.105806,
538,0,0.141075,
539,0,0.138136,
540,0,0.114231,
541,0,0.148128,
542,0,0.106394,
543,0,0.093266,
544,0,0.126379,
545,0,0.144602,
546,0,0.106982,
547,0,0.136176,
548,0,0.123244,
549,0,0.0846448,
550,0,0.103651,
551,0,0.103259,
552,0,0.0636795,
553,0,0.101104,
554,0,0.11188,
555,0,0.0985563,
556,0,0.118542,
557,0,0.117954,
558,0,0.090131,
559,0,0.110704,
560,0,0.107178,
561,0,0.0793545,
562,0,0.0764154,
563,0,0.0789626,
564,0,0.0707333,
565,0,0.0775911,
566,0,0.090131,
567,0,0.0797464,
568,0,0.0738683,
569,0,0.0889554,
570,0,0.0838611,
571,0,0.068382,
572,0,0.0750439,
573,0,0.0736723,
574,0,0.0732805,
575,0,0.0675983,
576,0,0.0668145,
577,0,0.0697536,
578,0,0.0664227,
579,0,0.059173,
580,0,0.0595649,
581,0,0.0585852,
582,0,0.0554502,
583,0,0.0642674,
584,0,0.0642674,
585,0,0.0662267,
586,0,0.0660308,
587,0,0.0738683,
588,0,0.0660308,
589,0,0.0736723,
590,0,0.0750439,
591,0,0.0662267,
592,0,0.0801383,
593,0,0.0801383,
594,0,0.0703414,
595,0,0.0799423,
596,0,0.0987523,
597,0,0.0650511,
598,0,0.0811179,
599,0,0.0848407,
600,0,0.0719089,
601,0,0.0781789,
602,0,0.0889554,
603,0,0.0740642,
604,0,0.090327,
605,0,0.096401,
606,0,0.0779829,
607,0,0.107374,
608,0,0.101887,
609,0,0.0848407,
610,0,0.099536,
611,0,0.107178,
612,0,0.0911107,
613,0,0.101691,
614,0,0.109921,
615,0,0.0981645,
616,0,0.116974,
617,0,0.11913,
618,0,0.0952254,
619,0,0.129906,
620,0,0.130102,
621,0,0.0938538,
622,0,0.116974,
623,0,0.118934,
624,0,0.0960092,
625,0,0.119913,
626,0,0.116974,
627,0,0.0940498,
628,0,0.11815,
629,0,0.128143,
630,0,0.103847,
631,0,0.120109,
632,0,0.119913,
633,0,0.103651,
634,0,0.113839,
635,0,0.115407,
636,0,0.103651,
637,0,0.122461,
638,0,0.121481,
639,0,0.100124,
640,0,0.122069,
641,0,0.120697,
642,0,0.106198,
643,0,0.115799,
644,0,0.110704,
645,0,0.101104,
646,0,0.107765,
647,0,0.112468,
648,0,0.0975766,
649,0,0.111684,
650,0,0.112468,
651,0,0.104043,
652,0,0.113839,
653,0,0.116583,
654,0,0.102279,
655,0,0.120893,
656,0,0.120305,
657,0,0.0993401,
658,0,0.116387,
659,0,0.12344,
660,0,0.105806,
661,0,0.121873,
662,0,0.120305,
663,0,0.107961,
664,0,0.117366,
665,0,0.118346,
666,0,0.103847,
667,0,0.11717,
668,0,0.118346,
669,0,0.106394,
670,0,0.113643,
671,0,0.0789626,
672,0,0.0728886,
673,0,0.0789626,
674,0,0.0793545,
675,0,0.0768073,
676,0,0.0881717,
677,0,0.086996,
678,0,0.0883676,
679,0,0.0918945,
680,0,0.0948335,
681,0,0.086996,
682,0,0.0956173,
683,0,0.0834692,
684,0,0.0795504,
685,0,0.0875839,
686,0,0.0844489,
687,0,0.0758276,
688,0,0.0791586,
689,0,0.0854286,
690,0,0.0815098,
691,0,0.0881717,
692,0,0.093462,
693,0,0.0889554,
694,0,0.0944417,
695,0,0.090131,
696,0,0.0842529,
697,0,0.077787,
698,0,0.0732805,
699,0,0.0758276,
700,0,0.0766114,
701,0,0.0783748,
702,0,0.0803342,
703,0,0.0875839,
704,0,0.0916985,
705,0,0.0895432,
706,0,0.0891514,
707,0,0.0877798,
708,0,0.0797464,
709,0,0.0760236,
710,0,0.0807261,
711,0,0.0713211,
712,0,0.0805301,
713,0,0.0801383,
714,0,0.0740642,
715,0,0.0785708,
716,0,0.0785708,
717,0,0.0740642,
718,0,0.0789626,
719,0,0.0773951,
720,0,0.0730845,
721,0,0.0924823,
722,0,0.0815098,
723,0,0.0754358,
724,0,0.0819017,
725,0,0.0819017,
726,0,0.0773951,
727,0,0.0858204,
728,0,0.0813139,
729,0,0.0773951,
730,0,0.0830773,
731,0,0.0844489,
732,0,0.0813139,
733,0,0.0783748,
734,0,0.0744561,
735,0,0.0773951,
736,0,0.0773951,
737,0,0.0773951,
738,0,0.0793545,
739,0,0.0783748,
740,0,0.0783748,
741,0,0.0783748,
742,0,0.0783748,
743,0,0.0805301,
744,0,0.0793545,
745,0,0.0803342,
746,0,0.0779829,
747,0,0.0803342,
748,0,0.0793545,
749,0,0.0848407,
750,0,0.0803342,
751,0,0.0803342,
752,0,0.0803342,
753,0,0.0793545,
754,0,0.0793545,
755,0,0.0803342,
756,0,0.0803342,
757,0,0.0793545,
758,0,0.0803342,
759,0,0.0822936,
760,0,0.0842529,
761,0,0.0822936,
762,0,0.0828814,
763,0,0.080922,
764,0,0.0793545,
765,0,0.0803342,
766,0,0.0764154,
767,0,0.0754358,
768,0,0.0724967,
769,0,0.0724967,
770,0,0.0724967,
771,0,0.0950295,
772,0,0.0734764,
773,0,0.0730845,
774,0,0.0754358,
775,0,0.0754358,
776,0,0.0793545,
777,0,0.0891514,
778,0,0.090131,
779,0,0.090131,
780,0,0.090131,
781,0,0.0891514,
782,0,0.090131,
783,0,0.0930701,
784,0,0.0920904,
785,0,0.0930701,
786,0,0.0940498,
787,0,0.0930701,
788,0,0.0940498,
789,0,0.0930701,
790,0,0.0891514,
791,0,0.0911107,
792,0,0.0907189,
793,0,0.090131,
794,0,0.107569,
795,0,0.10659,
796,0,0.116778,
797,0,0.115603,
798,0,0.107374,
799,0,0.115603,
800,0,0.114623,
801,0,0.105022,
802,0,0.115603,
803,0,0.114427,
804,0,0.109725,
805,0,0.121481,
806,0,0.116583,
807,0,0.109725,
808,0,0.113839,
809,0,0.115211,
810,0,0.103847,
811,0,0.115603,
812,0,0.1109,
813,0,0.104434,
814,0,0.109725,
815,0,0.110313,
816,0,0.104434,
817,0,0.104434,
818,0,0.105022,
819,0,0.0979685,
820,0,0.107569,
821,0,0.101495,
822,0,0.0979685,
823,0,0.0979685,
824,0,0.0960092,
825,0,0.0960092,
826,0,0.0979685,
827,0,0.0979685,
828,0,0.0979685,
829,0,0.0989482,
830,0,0.101691,
831,0,0.0989482,
832,0,0.101495,
833,0,0.0993401,
834,0,0.0979685,
835,0,0.0979685,
836,0,0.0979685,
837,0,0.0979685,
838,0,0.0962051,
839,0,0.0967929,
840,0,0.0973807,
841,0,0.0987523,
842,0,0.096597,
843,0,0.0891514,
844,0,0.0897392,
845,0,0.0907189,
846,0,0.0979685,
847,0,0.0991441,
848,0,0.0981645,
849,0,0.0985563,
850,0,0.0991441,
851,0,0.0991441,
852,0,0.0985563,
853,0,0.0985563,
854,0,0.0985563,
855,0,0.0985563,
856,0,0.0991441,
857,0,0.101495,
858,0,0.0942457,
859,0,0.0977726,
860,0,0.0950295,
861,0,0.0956173,
862,0,0.0956173,
863,0,0.0920904,
864,0,0.0920904,
865,0,0.0926782,
866,0,0.0948335,
867,0,0.0977726,
868,0,0.0967929,
869,0,0.0960092,
870,0,0.0960092,
871,0,0.0764154,
872,0,0.0764154,
873,0,0.0754358,
874,0,0.0764154,
875,0,0.0793545,
876,0,0.0783748,
877,0,0.0822936,
878,0,0.0783748,
879,0,0.0803342,
880,0,0.0852326,
881,0,0.0744561,
882,0,0.0779829,
883,0,0.0793545,
884,0,0.0803342,
885,0,0.0832732,
886,0,0.0822936,
887,0,0.0848407,
888,0,0.0883676,
889,0,0.0881717,
890,0,0.0905229,
891,0,0.090327,
892,0,0.090131,
893,0,0.0911107,
894,0,0.0907189,
895,0,0.0905229,
896,0,0.0856245,
897,0,0.0858204,
898,0,0.0864082,
899,0,0.0858204,
900,0,0.0862123,
901,0,0.0887595,
902,0,0.0866042,
903,0,0.0862123,
904,0,0.0822936,
905,0,0.0822936,
906,0,0.0734764,
907,0,0.0764154,
908,0,0.0793545,
909,0,0.0793545,
910,0,0.0813139,
911,0,0.0813139,
912,0,0.0842529,
913,0,0.0868001,
914,0,0.0862123,
915,0,0.0862123,
916,0,0.0862123,
917,0,0.087192,
918,0,0.087192,
919,0,0.0852326,
920,0,0.0852326,
921,0,0.0832732,
922,0,0.0852326,
923,0,0.090131,
924,0,0.087192,
925,0,0.087192,
926,0,0.0891514,
927,0,0.090131,
928,0,0.090131,
929,0,0.0881717,
930,0,0.0881717,
931,0,0.0764154,
932,0,0.0764154,
933,0,0.0793545,
934,0,0.0822936,
935,0,0.0822936,
936,0,0.0822936,
937,0,0.0822936,
938,0,0.0822936,
939,0,0.0832732,
940,0,0.0842529,
941,0,0.0832732,
942,0,0.0875839,
943,0,0.0875839,
944,0,0.0873879,
945,0,0.0868001,
946,0,0.0916985,
947,0,0.0920904,
948,0,0.0911107,
949,0,0.093462,
950,0,0.0920904,
951,0,0.0920904,
952,0,0.0897392,
953,0,0.0926782,
954,0,0.0911107,
955,0,0.0832732,
956,0,0.0803342,
957,0,0.0783748,
958,0,0.0793545,
959,0,0.0793545,
960,0,0.0803342,
961,0,0.0783748,
962,0,0.0789626,
963,0,0.0813139,
964,0,0.0832732,
965,0,0.0862123,
966,0,0.087192,
967,0,0.087192,
968,0,0.0883676,
969,0,0.0881717,
970,0,0.0881717,
971,0,0.0916985,
972,0,0.0920904,
973,0,0.0911107,
974,0,0.0926782,
975,0,0.0936579,
976,0,0.0858204,
977,0,0.0877798,
978,0,0.0858204,
979,0,0.0911107,
980,0,0.0881717,
981,0,0.0999279,
982,0,0.0826854,
983,0,0.0891514,
984,0,0.0916985,
985,0,0.0977726,
986,0,0.0967929,
987,0,0.0946376,
988,0,0.0967929,
989,0,0.0952254,
990,0,0.0956173,
991,0,0.0967929,
992,0,0.099732,
993,0,0.0981645,
994,0,0.0999279,
995,0,0.101495,
996,0,0.0983604,
997,0,0.101104,
998,0,0.101299,
999,0,0.0842529,
1000,0,0.0889554,
1001,0,0.0873879,
1002,0,0.0954213,
1003,0,0.0950295,
1004,0,0.0930701,
1005,0,0.0911107,
1006,0,0.0897392,
1007,0,0.0956173,
1008,0,0.0920904,
1009,0,0.0956173,
1010,0,0.0952254,
1011,0,0.129318,
1012,0,0.105414,
1013,0,0.101495,
1014,0,0.102671,
1015,0,0.099732,
1016,0,0.0991441,
1017,0,0.0985563,
1018,0,0.104434,
1019,0,0.102867,
1020,0,0.103651,
1021,0,0.101691,
1022,0,0.099732,
1023,0,0.0868001,
1024,0,0.0862123,
1025,0,0.0850367,
1026,0,0.0942457,
1027,0,0.0924823,
1028,0,0.0905229,
1029,0,0.0922863,
1030,0,0.0897392,
1031,0,0.0877798,
1032,0,0.099536,
1033,0,0.100124,
1034,0,0.100908,
1035,0,0.0969888,
1036,0,0.096401,
1037,0,0.0764154,
1038,0,0.0791586,
1039,0,0.0820976,
1040,0,0.0819017,
1041,0,0.0948335,
1042,0,0.0987523,
1043,0,0.0868001,
1044,0,0.0895432,
1045,0,0.096597,
1046,0,0.0891514,
1047,0,0.0948335,
1048,0,0.096401,
1049,0,0.0962051,
1050,0,0.0985563,
1051,0,0.0952254,
1052,0,0.096401,
1053,0,0.093462,
1054,0,0.0926782,
1055,0,0.0936579,
1056,0,0.0928742,
1057,0,0.10032,
1058,0,0.0946376,
1059,0,0.0989482,
1060,0,0.0936579,
1061,0,0.090131,
1062,0,0.0922863,
1063,0,0.093266,
1064,0,0.090131,
1065,0,0.0969888,
1066,0,0.0936579,
1067,0,0.0913067,
1068,0,0.0807261,
1069,0,0.0879757,
1070,0,0.0787667,
1071,0,0.0883676,
1072,0,0.090131,
1073,0,0.0844489,
1074,0,0.0852326,
1075,0,0.0866042,
1076,0,0.0815098,
1077,0,0.0881717,
1078,0,0.0952254,
1079,0,0.0930701,
1080,0,0.0975766,
1081,0,0.0940498,
1082,0,0.0952254,
1083,0,0.0991441,
1084,0,0.0993401,
1085,0,0.0967929,
1086,0,0.0977726,
1087,0,0.104043,
1088,0,0.101299,
1089,0,0.102671,
1090,0,0.104434,
1091,0,0.102083,
1092,0,0.108549,
1093,0,0.105806,
1094,0,0.0999279,
1095,0,0.101887,
1096,0,0.102083,
1097,0,0.100908,
1098,0,0.108157,
1099,0,0.111684,
1100,0,0.106394,
1101,0,0.103063,
1102,0,0.100516,
1103,0,0.0985563,
1104,0,0.104434,
1105,0,0.105022,
1106,0,0.10032,
1107,0,0.10032,
1108,0,0.10032,
1109,0,0.099732,
1110,0,0.103259,
1111,0,0.107374,
1112,0,0.0999279,
1113,0,0.102671,
1114,0,0.101691,
1115,0,0.0985563,
1116,0,0.102279,
1117,0,0.101887,
1118,0,0.101495,
1119,0,0.102475,
1120,0,0.105022,
1121,0,0.101104,
1122,0,0.100712,
1123,0,0.101495,
1124,0,0.101495,
1125,0,0.103651,
1126,0,0.104239,
1127,0,0.100516,
1128,0,0.102671,
1129,0,0.109921,
1130,0,0.10463,
1131,0,0.114035,
1132,0,0.108549,
1133,0,0.102671,
1134,0,0.108941,
1135,0,0.115407,
1136,0,0.110117,
1137,0,0.112076,
1138,0,0.109137,
1139,0,0.103455,
1140,0,0.106786,
1141,0,0.112468,
1142,0,0.103259,
1143,0,0.114819,
1144,0,0.110704,
1145,0,0.108157,
1146,0,0.107178,
1147,0,0.118542,
1148,0,0.100516,
1149,0,0.113056,
1150,0,0.112272,
1151,0,0.10463,
1152,0,0.120109,
1153,0,0.118346,
1154,0,0.103847,
1155,0,0.110313,
1156,0,0.119326,
1157,0,0.114819,
1158,0,0.125596,
1159,0,0.118738,
1160,0,0.106198,
1161,0,0.112468,
1162,0,0.109137,
1163,0,0.096401,
1164,0,0.105806,
1165,0,0.103063,
1166,0,0.0991441,
1167,0,0.102867,
1168,0,0.103063,
1169,0,0.104043,
1170,0,0.102671,
1171,0,0.106002,
1172,0,0.103259,
1173,0,0.107569,
1174,0,0.107374,
1175,0,0.102671,
1176,0,0.105806,
1177,0,0.1109,
1178,0,0.096401,
1179,0,0.104239,
1180,0,0.099732,
1181,0,0.0952254,
1182,0,0.106002,
1183,0,0.100124,
1184,0,0.0930701,
1185,0,0.100516,
1186,0,0.103847,
1187,0,0.100124,
1188,0,0.116778,
1189,0,0.106002,
1190,0,0.0956173,
1191,0,0.103063,
1192,0,0.106982,
1193,0,0.101104,
1194,0,0.106002,
1195,0,0.107961,
1196,0,0.102083,
1197,0,0.0989482,
1198,0,0.102083,
1199,0,0.0962051,
1200,0,0.102083,
1201,0,0.102671,
1202,0,0.0979685,
1203,0,0.0991441,
1204,0,0.099536,
1205,0,0.0991441,
1206,0,0.102083,
1207,0,0.0999279,
1208,0,0.0979685,
1209,0,0.0993401,
1210,0,0.0989482,
1211,0,0.0979685,
1212,0,0.0985563,
1213,0,0.0846448,
1214,0,0.087192,
1215,0,0.0866042,
1216,0,0.0897392,
1217,0,0.090131,
1218,0,0.090131,
1219,0,0.0832732,
1220,0,0.0822936,
1221,0,0.0822936,
1222,0,0.0832732,
1223,0,0.0842529,
1224,0,0.0877798,
1225,0,0.090131,
1226,0,0.090131,
1227,0,0.0926782,
1228,0,0.0897392,
1229,0,0.0893473,
1230,0,0.0883676,
1231,0,0.0879757,
1232,0,0.0848407,
1233,0,0.087192,
1234,0,0.0918945,
1235,0,0.0877798,
1236,0,0.0877798,
1237,0,0.0979685,
1238,0,0.0979685,
1239,0,0.0999279,
1240,0,0.0952254,
1241,0,0.0916985,
1242,0,0.096597,
1243,0,0.0991441,
1244,0,0.099536,
1245,0,0.0979685,
1246,0,0.0926782,
1247,0,0.0920904,
1248,0,0.093462,
1249,0,0.090327,
1250,0,0.0926782,
1251,0,0.0979685,
1252,0,0.0989482,
1253,0,0.0987523,
1254,0,0.0962051,
1255,0,0.0952254,
1256,0,0.0962051,
1257,0,0.0979685,
1258,0,0.0975766,
1259,0,0.0999279,
1260,0,0.103455,
1261,0,0.100516,
1262,0,0.0979685,
1263,0,0.0967929,
1264,0,0.102083,
1265,0,0.101495,
1266,0,0.105022,
1267,0,0.101495,
1268,0,0.0979685,
1269,0,0.102083,
1270,0,0.103259,
1271,0,0.10032,
1272,0,0.102671,
1273,0,0.103259,
1274,0,0.0985563,
1275,0,0.099732,
1276,0,0.0979685,
1277,0,0.10032,
1278,0,0.105022,
1279,0,0.099536,
1280,0,0.0971848,
1281,0,0.0977726,
1282,0,0.0985563,
1283,0,0.10032,
1284,0,0.10463,
1285,0,0.104434,
1286,0,0.100908,
