Time(in seconds),Dynamic Density,
1287,0,0.101104,
1288,0,0.0977726,
1289,0,0.101887,
1290,0,0.102083,
1291,0,0.106002,
1292,0,0.101495,
1293,0,0.102279,
1294,0,0.103847,
1295,0,0.102279,
1296,0,0.10463,
1297,0,0.100516,
1298,0,0.0991441,
1299,0,0.104826,
1300,0,0.10032,
1301,0,0.10032,
1302,0,0.103259,
1303,0,0.102279,
1304,0,0.101887,
1305,0,0.105022,
1306,0,0.103651,
1307,0,0.100516,
1308,0,0.102671,
1309,0,0.103455,
1310,0,0.0985563,
1311,0,0.0956173,
1312,0,0.100908,
1313,0,0.0981645,
1314,0,0.0977726,
1315,0,0.101104,
1316,0,0.0987523,
1317,0,0.0999279,
1318,0,0.0977726,
1319,0,0.0975766,
1320,0,0.101104,
1321,0,0.0993401,
1322,0,0.0979685,
1323,0,0.10032,
1324,0,0.103259,
1325,0,0.100516,
1326,0,0.099732,
1327,0,0.0993401,
1328,0,0.0954213,
1329,0,0.0967929,
1330,0,0.0983604,
1331,0,0.0952254,
1332,0,0.0983604,
1333,0,0.0983604,
1334,0,0.0948335,
1335,0,0.0944417,
1336,0,0.0911107,
1337,0,0.0754358,
1338,0,0.0762195,
1339,0,0.0873879,
1340,0,0.0873879,
1341,0,0.0893473,
1342,0,0.0889554,
1343,0,0.0868001,
1344,0,0.0975766,
1345,0,0.0991441,
1346,0,0.0975766,
1347,0,0.10032,
1348,0,0.10032,
1349,0,0.0975766,
1350,0,0.0962051,
1351,0,0.0981645,
1352,0,0.0962051,
1353,0,0.0950295,
1354,0,0.0983604,
1355,0,0.0969888,
1356,0,0.0979685,
1357,0,0.0983604,
1358,0,0.0954213,
1359,0,0.101299,
1360,0,0.0981645,
1361,0,0.0916985,
1362,0,0.105218,
1363,0,0.107961,
1364,0,0.101887,
1365,0,0.107961,
1366,0,0.107178,
1367,0,0.102671,
1368,0,0.106394,
1369,0,0.10463,
1370,0,0.102671,
1371,0,0.10463,
1372,0,0.10659,
1373,0,0.100908,
1374,0,0.106394,
1375,0,0.104434,
1376,0,0.10032,
1377,0,0.107178,
1378,0,0.108353,
1379,0,0.102083,
1380,0,0.108745,
1381,0,0.109333,
1382,0,0.102083,
1383,0,0.106394,
1384,0,0.0975766,
1385,0,0.0981645,
1386,0,0.100516,
1387,0,0.0813139,
1388,0,0.0754358,
1389,0,0.0764154,
1390,0,0.0771992,
1391,0,0.0948335,
1392,0,0.0909148,
1393,0,0.0907189,
1394,0,0.0881717,
1395,0,0.0803342,
1396,0,0.0832732,
1397,0,0.080922,
1398,0,0.0850367,
1399,0,0.0879757,
1400,0,0.0773951,
1401,0,0.0805301,
1402,0,0.0834692,
1403,0,0.0828814,
1404,0,0.0826854,
1405,0,0.0815098,
1406,0,0.0828814,
1407,0,0.0834692,
1408,0,0.0762195,
1409,0,0.0730845,
1410,0,0.0775911,
1411,0,0.0811179,
1412,0,0.0975766,
1413,0,0.0962051,
1414,0,0.0977726,
1415,0,0.0920904,
1416,0,0.0944417,
1417,0,0.0916985,
1418,0,0.0911107,
1419,0,0.0918945,
1420,0,0.090131,
1421,0,0.0881717,
1422,0,0.093266,
1423,0,0.0952254,
1424,0,0.0887595,
1425,0,0.0938538,
1426,0,0.0922863,
1427,0,0.093462,
1428,0,0.099732,
1429,0,0.100908,
1430,0,0.0946376,
1431,0,0.104826,
1432,0,0.106198,
1433,0,0.101887,
1434,0,0.115407,
1435,0,0.117954,
1436,0,0.107961,
1437,0,0.111684,
1438,0,0.115995,
1439,0,0.112664,
1440,0,0.13598,
1441,0,0.135197,
1442,0,0.124224,
1443,0,0.151459,
1444,0,0.1495,
1445,0,0.122461,
1446,0,0.157925,
1447,0,0.16302,
1448,0,0.11913,
1449,0,0.162628,
1450,0,0.157925,
1451,0,0.134021,
1452,0,0.165175,
1453,0,0.162236,
1454,0,0.134609,
1455,0,0.172816,
1456,0,0.173012,
1457,0,0.136176,
1458,0,0.166938,
1459,0,0.168506,
1460,0,0.144602,
