Time(in seconds),Queue Density,Dynamic Density,
36.1333,0.395291,0.113232,
36.2,0.396153,0.106907,
36.2667,0.395107,0.108271,
36.3333,0.394656,0.13446,
36.4,0.394813,0.117033,
36.4667,0.393732,0.137078,
36.5333,0.392944,0.116179,
36.6,0.392482,0.123393,
36.6667,0.391451,0.123695,
36.7333,0.390111,0.111261,
36.8,0.389558,0.0976158,
36.8667,0.38939,0.0934228,
36.9333,0.387748,0.0885244,
37,0.387199,0.0901271,
37.0667,0.387101,0.0879875,
37.1333,0.386701,0.0886341,
37.2,0.386176,0.0851973,
37.2667,0.385569,0.0858204,
37.3333,0.38549,0.0954096,
37.4,0.38513,0.103737,
37.4667,0.384209,0.128938,
37.5333,0.383645,0.14653,
37.6,0.382457,0.178902,
37.6667,0.381266,0.181935,
37.7333,0.38087,0.186873,
37.8,0.381474,0.197117,
37.8667,0.379816,0.195416,
37.9333,0.379503,0.200189,
38,0.38051,0.255373,
38.0667,0.381968,0.220817,
38.1333,0.38283,0.216134,
38.2,0.38397,0.140628,
38.2667,0.38582,0.1443,
38.3333,0.3881,0.130569,
38.4,0.389491,0.0997084,
38.4667,0.390761,0.0934149,
38.5333,0.393058,0.0591338,
38.6,0.394766,0.0502226,
38.6667,0.396859,0.0429612,
38.7333,0.399359,0.0428945,
38.8,0.40046,0.0430552,
38.8667,0.401847,0.0402337,
38.9333,0.404512,0.045093,
39,0.405605,0.0482828,
39.0667,0.407655,0.042197,
39.1333,0.40963,0.0398693,
39.2,0.410974,0.0348415,
39.2667,0.412914,0.0373456,
39.3333,0.414908,0.0402102,
39.4,0.415986,0.0445365,
39.4667,0.417797,0.0426947,
39.5333,0.42101,0.0471503,
39.6,0.421805,0.0413897,
39.6667,0.429157,0.0572528,
39.7333,0.432978,0.052033,
39.8,0.435141,0.119761,
39.8667,0.438421,0.0657055,
39.9333,0.441869,0.0511082,
40,0.444334,0.0489843,
40.0667,0.446627,0.0462725,
40.1333,0.448645,0.0448578,
40.2,0.45022,0.0439996,
40.2667,0.452662,0.0496387,
40.3333,0.455362,0.0506105,
40.4,0.45765,0.049286,
40.4667,0.464602,0.0503362,
40.5333,0.471342,0.0546586,
40.6,0.474391,0.0624451,
40.6667,0.479039,0.0547487,
40.7333,0.483091,0.0513825,
40.8,0.485003,0.0524328,
40.8667,0.48813,0.0559831,
40.9333,0.491108,0.0544431,
41,0.49237,0.0566885,
41.0667,0.493605,0.0710389,
41.1333,0.495901,0.0626019,
41.2,0.497061,0.0603447,
41.2667,0.499612,0.0655605,
41.3333,0.506129,0.099732,
41.4,0.506493,0.0707568,
41.4667,0.507951,0.0831478,
41.5333,0.5087,0.0625549,
41.6,0.509848,0.0601488,
41.6667,0.511172,0.0610109,
41.7333,0.512042,0.0601096,
41.8,0.512219,0.0625862,
41.8667,0.512908,0.064142,
41.9333,0.515052,0.0656232,
42,0.516541,0.0593846,
42.0667,0.518391,0.0649022,
42.1333,0.520397,0.0599607,
42.2,0.520812,0.0634797,
42.2667,0.521459,0.0601448,
42.3333,0.521839,0.0604466,
42.4,0.522529,0.0613009,
42.4667,0.522525,0.0719951,
42.5333,0.523434,0.0705138,
42.6,0.523175,0.0624687,
42.6667,0.522846,0.065055,
42.7333,0.522337,0.0623433,
42.8,0.522333,0.064479,
42.8667,0.521294,0.0654038,
42.9333,0.521024,0.0598823,
43,0.522243,0.071231,
43.0667,0.521769,0.0713524,
43.1333,0.521126,0.0853463,
43.2,0.52124,0.0623472,
43.2667,0.521631,0.0592083,
43.3333,0.522799,0.0475578,
43.4,0.522893,0.0458845,
43.4667,0.52354,0.0506145,
43.5333,0.524461,0.0521663,
43.6,0.525178,0.0542589,
43.6667,0.525052,0.0497092,
43.7333,0.524833,0.0495133,
43.8,0.524853,0.051457,
43.8667,0.524367,0.0560027,
43.9333,0.523724,0.0543059,
44,0.523497,0.0532165,
44.0667,0.523042,0.0552464,
44.1333,0.522952,0.0568884,
44.2,0.523348,0.0535574,
44.2667,0.523344,0.0539846,
44.3333,0.523367,0.0553248,
44.4,0.523309,0.0572293,
44.4667,0.523657,0.0555795,
44.5333,0.523712,0.0571039,
44.6,0.523685,0.0561869,
44.6667,0.519813,0.0666108,
44.7333,0.520616,0.0748871,
44.8,0.521232,0.143152,
44.8667,0.521702,0.0798483,
44.9333,0.522027,0.0686759,
45,0.522349,0.0633347,
45.0667,0.522623,0.0641968,
45.1333,0.52325,0.0671829,
45.2,0.523336,0.0662816,
45.2667,0.524128,0.0628057,
45.3333,0.525217,0.0614537,
45.4,0.525785,0.0702709,
45.4667,0.526103,0.0647141,
45.5333,0.527157,0.0700749,
45.6,0.527874,0.0793467,
45.6667,0.528293,0.072144,
45.7333,0.528971,0.0739545,
45.8,0.52874,0.0824738,
45.8667,0.528932,0.0901428,
45.9333,0.530096,0.080487,
46,0.530139,0.0748244,
46.0667,0.530155,0.0751614,
46.1333,0.530586,0.0741857,
46.2,0.530515,0.073594,
46.2667,0.53115,0.0730061,
46.3333,0.531801,0.0983878,
46.4,0.531793,0.0667283,
46.4667,0.532294,0.085985,
46.5333,0.532596,0.0609247,
46.6,0.532467,0.0665285,
46.6667,0.532306,0.0651373,
46.7333,0.532192,0.0647925,
46.8,0.531852,0.0757885,
46.8667,0.532263,0.0761921,
46.9333,0.532522,0.0752124,
47,0.532459,0.0731002,
47.0667,0.532106,0.0835397,
47.1333,0.532431,0.0776538,
47.2,0.532369,0.0805967,
47.2667,0.532337,0.0794446,
47.3333,0.532863,0.0896334,
47.4,0.53318,0.0789666,
47.4667,0.533776,0.0846487,
47.5333,0.534199,0.08729,
47.6,0.534105,0.0816822,
47.6667,0.53425,0.0736253,
47.7333,0.534626,0.0786766,
47.8,0.534446,0.0779869,
47.8667,0.534254,0.0781946,
47.9333,0.534007,0.0588477,
48,0.532631,0.0719559,
48.0667,0.532659,0.0706314,
48.1333,0.533278,0.0947081,
