Time(in seconds),Dynamic Density,
425,0,0.234964,
426,0,0.288243,
427,0,0.267995,
428,0,0.249937,
429,0,0.313484,
430,0,0.270617,
431,0,0.287408,
432,0,0.312445,
433,0,0.281464,
434,0,0.291821,
435,0,0.29782,
436,0,0.278019,
437,0,0.295512,
438,0,0.357405,
439,0,0.321944,
440,0,0.297691,
441,0,0.348713,
442,0,0.318261,
443,0,0.310063,
444,0,0.336479,
445,0,0.59211,
446,0,0.422844,
447,0,0.42942,
448,0,0.370227,
449,0,0.358181,
450,0,0.389793,
451,0,0.360191,
452,0,0.337627,
453,0,0.372453,
454,0,0.308017,
455,0,0.314111,
456,0,0.371508,
457,0,0.324613,
458,0,0.329468,
459,0,0.380032,
460,0,0.346366,
461,0,0.357401,
462,0,0.373985,
463,0,0.371069,
464,0,0.353133,
465,0,0.386819,
466,0,0.392936,
467,0,0.40702,
468,0,0.383124,
469,0,0.401722,
470,0,0.614827,
471,0,0.489443,
472,0,0.404195,
473,0,0.448022,
474,0,0.486676,
475,0,0.439393,
476,0,0.396968,
477,0,0.452285,
478,0,0.43433,
479,0,0.403811,
480,0,0.439542,
481,0,0.494984,
482,0,0.398442,
483,0,0.445808,
484,0,0.403086,
485,0,0.378374,
486,0,0.433711,
487,0,0.393587,
488,0,0.369529,
489,0,0.446082,
490,0,0.435885,
491,0,0.382187,
492,0,0.449958,
493,0,0.399143,
494,0,0.345978,
495,0,0.67081,
496,0,0.476186,
497,0,0.507622,
498,0,0.487762,
499,0,0.446783,
500,0,0.29032,
501,0,0.45352,
502,0,0.252418,
503,0,0.235881,
504,0,0.218129,
505,0,0.228925,
506,0,0.225574,
507,0,0.228235,
508,0,0.167452,
509,0,0.14977,
510,0,0.230669,
511,0,0.13549,
512,0,0.183131,
513,0,0.247034,
514,0,0.218591,
515,0,0.267901,
516,0,0.320396,
517,0,0.241841,
518,0,0.245689,
519,0,0.2909,
520,0,0.646326,
521,0,0.3403,
522,0,0.418569,
523,0,0.311728,
524,0,0.287436,
525,0,0.376375,
526,0,0.30757,
527,0,0.37161,
528,0,0.365297,
529,0,0.291938,
530,0,0.30777,
531,0,0.337466,
532,0,0.303851,
533,0,0.306638,
534,0,0.359925,
535,0,0.299404,
536,0,0.294117,
537,0,0.374777,
538,0,0.279555,
539,0,0.296171,
540,0,0.343658,
541,0,0.308903,
542,0,0.293996,
543,0,0.296288,
544,0,0.27972,
545,0,0.676151,
546,0,0.447418,
547,0,0.395111,
548,0,0.357138,
549,0,0.44301,
550,0,0.3345,
551,0,0.387058,
552,0,0.414626,
553,0,0.335852,
554,0,0.375819,
555,0,0.378123,
556,0,0.411958,
557,0,0.401389,
558,0,0.464904,
559,0,0.42621,
560,0,0.485622,
561,0,0.453512,
562,0,0.459147,
563,0,0.47242,
564,0,0.500333,
565,0,0.487871,
566,0,0.507446,
567,0,0.421465,
568,0,0.484737,
569,0,0.442594,
570,0,0.697548,
571,0,0.456565,
572,0,0.471942,
573,0,0.446838,
574,0,0.417965,
575,0,0.435376,
576,0,0.424172,
577,0,0.419219,
578,0,0.307727,
579,0,0.335621,
580,0,0.288325,
581,0,0.324393,
582,0,0.300466,
583,0,0.251289,
584,0,0.198249,
585,0,0.367115,
586,0,0.236719,
587,0,0.281099,
588,0,0.31426,
589,0,0.250819,
590,0,0.247179,
591,0,0.302468,
592,0,0.256705,
593,0,0.282945,
594,0,0.213517,
595,0,0.679384,
596,0,0.387783,
597,0,0.316266,
598,0,0.310756,
599,0,0.351683,
600,0,0.357221,
601,0,0.261172,
602,0,0.247927,
603,0,0.26497,
604,0,0.260635,
605,0,0.240301,
606,0,0.309102,
607,0,0.341126,
608,0,0.232714,
609,0,0.306904,
610,0,0.243021,
611,0,0.263175,
612,0,0.309761,
613,0,0.236437,
614,0,0.255047,
615,0,0.222404,
616,0,0.201329,
617,0,0.275652,
618,0,0.290077,
619,0,0.218917,
620,0,0.681265,
621,0,0.355042,
622,0,0.305423,
623,0,0.31915,
624,0,0.350567,
625,0,0.294007,
626,0,0.24933,
627,0,0.332341,
628,0,0.290343,
629,0,0.257904,
630,0,0.343211,
631,0,0.365536,
632,0,0.287906,
633,0,0.385561,
634,0,0.282204,
635,0,0.319993,
636,0,0.357961,
637,0,0.298514,
638,0,0.265307,
639,0,0.265401,
640,0,0.23186,
641,0,0.277416,
642,0,0.276114,
643,0,0.280421,
644,0,0.264958,
645,0,0.732401,
646,0,0.454464,
647,0,0.406319,
648,0,0.265424,
649,0,0.318535,
650,0,0.317179,
651,0,0.320122,
652,0,0.32892,
653,0,0.284939,
654,0,0.309506,
655,0,0.255761,
656,0,0.279383,
657,0,0.345355,
658,0,0.285316,
659,0,0.216942,
660,0,0.348008,
661,0,0.33874,
662,0,0.306685,
663,0,0.268845,
664,0,0.312089,
665,0,0.292158,
666,0,0.276154,
667,0,0.280833,
668,0,0.317159,
669,0,0.293831,
670,0,0.743989,
671,0,0.498158,
672,0,0.34608,
673,0,0.404152,
674,0,0.363738,
675,0,0.435603,
676,0,0.36996,
677,0,0.307786,
678,0,0.34242,
679,0,0.409638,
680,0,0.405045,
681,0,0.386443,
682,0,0.357436,
683,0,0.453567,
684,0,0.425407,
685,0,0.445153,
686,0,0.345747,
687,0,0.296731,
688,0,0.318888,
689,0,0.323378,
690,0,0.406503,
691,0,0.377383,
692,0,0.33836,
693,0,0.269845,
694,0,0.347016,
695,0,0.748284,
696,0,0.467906,
697,0,0.450107,
698,0,0.422464,
699,0,0.389695,
700,0,0.432249,
701,0,0.387642,
702,0,0.411362,
703,0,0.308405,
704,0,0.4078,
705,0,0.347361,
706,0,0.348521,
707,0,0.43103,
708,0,0.44462,
709,0,0.34952,
710,0,0.427354,
711,0,0.390173,
712,0,0.358161,
713,0,0.344438,
714,0,0.432288,
715,0,0.445337,
716,0,0.431018,
717,0,0.429565,
718,0,0.368432,
719,0,0.340268,
720,0,0.746673,
721,0,0.542969,
722,0,0.403971,
723,0,0.459229,
724,0,0.405946,
725,0,0.467267,
726,0,0.369863,
727,0,0.45883,
728,0,0.375717,
729,0,0.40095,
730,0,0.350147,
731,0,0.373597,
732,0,0.38116,
733,0,0.24373,
734,0,0.293181,
735,0,0.351237,
736,0,0.238753,
737,0,0.231519,
738,0,0.10242,
739,0,0.101731,
740,0,0.207634,
741,0,0.187237,
742,0,0.0821055,
743,0,0.0881991,
744,0,0.0614811,
745,0,0.552441,
746,0,0.0807496,
747,0,0.310505,
748,0,0.188617,
749,0,0.172397,
750,0,0.19558,
751,0,0.258915,
752,0,0.135957,
753,0,0.166852,
754,0,0.0876857,
755,0,0.203277,
756,0,0.192587,
757,0,0.107773,
758,0,0.117445,
759,0,0.0838689,
760,0,0.0838611,
761,0,0.0815333,
762,0,0.254969,
763,0,0.16166,
764,0,0.0937089,
765,0,0.123154,
766,0,0.109168,
767,0,0.0804243,
768,0,0.115952,
769,0,0.0745932,
770,0,0.652992,
771,0,0.227154,
772,0,0.184867,
773,0,0.133715,
774,0,0.0971456,
775,0,0.173573,
776,0,0.0715523,
777,0,0.253378,
778,0,0.163067,
779,0,0.121179,
780,0,0.153411,
781,0,0.18208,
782,0,0.123742,
783,0,0.0539963,
784,0,0.08256,
785,0,0.163678,
786,0,0.232679,
787,0,0.192402,
788,0,0.102683,
789,0,0.287765,
790,0,0.0798208,
791,0,0.119286,
792,0,0.230187,
793,0,0.151491,
794,0,0.162271,
795,0,0.699542,
796,0,0.27838,
797,0,0.191235,
798,0,0.221613,
799,0,0.272952,
800,0,0.188903,
801,0,0.315756,
802,0,0.262387,
803,0,0.347005,
804,0,0.235148,
805,0,0.273379,
806,0,0.2795,
807,0,0.351821,
808,0,0.311172,
809,0,0.151256,
810,0,0.280911,
811,0,0.309091,
812,0,0.274269,
813,0,0.383586,
814,0,0.375839,
815,0,0.327415,
816,0,0.311066,
817,0,0.270252,
818,0,0.402274,
819,0,0.179043,
820,0,0.747421,
821,0,0.289144,
822,0,0.399382,
823,0,0.386274,
824,0,0.268398,
825,0,0.406511,
826,0,0.337498,
827,0,0.287397,
828,0,0.374283,
829,0,0.349132,
830,0,0.285904,
831,0,0.384856,
832,0,0.231837,
833,0,0.306065,
834,0,0.300172,
835,0,0.259417,
836,0,0.280245,
837,0,0.336969,
838,0,0.342533,
839,0,0.258472,
840,0,0.374679,
841,0,0.335621,
842,0,0.364772,
843,0,0.405366,
844,0,0.181301,
845,0,0.716863,
846,0,0.394766,
847,0,0.37065,
848,0,0.400378,
849,0,0.367268,
850,0,0.282878,
851,0,0.193268,
852,0,0.280935,
853,0,0.132383,
854,0,0.0751066,
855,0,0.302108,
856,0,0.190459,
857,0,0.194867,
858,0,0.269582,
859,0,0.144284,
860,0,0.123382,
861,0,0.115015,
862,0,0.20575,
863,0,0.159226,
864,0,0.39428,
865,0,0.207058,
866,0,0.127187,
867,0,0.0958211,
868,0,0.129593,
869,0,0.110755,
870,0,0.715119,
871,0,0.467878,
872,0,0.465574,
873,0,0.485865,
874,0,0.328073,
875,0,0.327744,
876,0,0.432848,
877,0,0.131352,
878,0,0.380941,
879,0,0.245376,
880,0,0.482358,
881,0,0.342823,
882,0,0.506799,
883,0,0.409869,
884,0,0.440176,
885,0,0.308311,
886,0,0.338564,
887,0,0.252512,
888,0,0.35043,
889,0,0.318409,
890,0,0.33129,
891,0,0.375357,
892,0,0.281581,
893,0,0.230837,
894,0,0.282937,
895,0,0.234615,
896,0,0.326615,
897,0,0.33747,
898,0,0.259656,
899,0,0.313311,
900,0,0.296668,
901,0,0.28057,
902,0,0.330025,
903,0,0.378703,
904,0,0.138575,
905,0,0.765299,
906,0,0.49904,
907,0,0.462027,
908,0,0.358232,
909,0,0.335985,
910,0,0.340448,
911,0,0.293768,
912,0,0.304482,
913,0,0.207799,
914,0,0.186179,
915,0,0.261976,
916,0,0.139417,
917,0,0.121559,
918,0,0.171276,
919,0,0.142579,
920,0,0.191086,
921,0,0.404794,
922,0,0.35802,
923,0,0.332682,
924,0,0.450459,
925,0,0.365705,
926,0,0.315945,
927,0,0.366657,
928,0,0.311148,
929,0,0.0816313,
930,0,0.748628,
931,0,0.212172,
932,0,0.341601,
933,0,0.20928,
934,0,0.156542,
935,0,0.186591,
936,0,0.2413,
937,0,0.193468,
938,0,0.192826,
939,0,0.117131,
940,0,0.148998,
941,0,0.185705,
942,0,0.253601,
943,0,0.141071,
944,0,0.256274,
945,0,0.304177,
946,0,0.192445,
947,0,0.292577,
948,0,0.389774,
949,0,0.275538,
950,0,0.286868,
951,0,0.364106,
952,0,0.252708,
953,0,0.332368,
954,0,0.132951,
955,0,0.750721,
956,0,0.374283,
957,0,0.47588,
958,0,0.376838,
959,0,0.390926,
960,0,0.304533,
961,0,0.30342,
962,0,0.427727,
963,0,0.455926,
964,0,0.441019,
965,0,0.495968,
966,0,0.408282,
967,0,0.377688,
968,0,0.331177,
969,0,0.402439,
970,0,0.156562,
971,0,0.151067,
972,0,0.139491,
973,0,0.140679,
974,0,0.208626,
975,0,0.263022,
976,0,0.202991,
977,0,0.200843,
978,0,0.299647,
979,0,0.12268,
980,0,0.701866,
981,0,0.426633,
982,0,0.218203,
983,0,0.213975,
984,0,0.314067,
985,0,0.235152,
986,0,0.27372,
987,0,0.313499,
988,0,0.175767,
989,0,0.274763,
990,0,0.290539,
991,0,0.345108,
992,0,0.301226,
993,0,0.382979,
994,0,0.312057,
995,0,0.225167,
996,0,0.378833,
997,0,0.190349,
998,0,0.181026,
999,0,0.335785,
1000,0,0.191916,
1001,0,0.488687,
1002,0,0.228274,
1003,0,0.163549,
1004,0,0.0955624,
1005,0,0.720692,
1006,0,0.451678,
1007,0,0.452246,
1008,0,0.472142,
1009,0,0.375086,
1010,0,0.253206,
1011,0,0.563444,
1012,0,0.380619,
1013,0,0.355579,
1014,0,0.344653,
1015,0,0.37018,
1016,0,0.39555,
1017,0,0.308997,
1018,0,0.237585,
1019,0,0.31103,
1020,0,0.24741,
1021,0,0.210417,
1022,0,0.354697,
1023,0,0.213591,
1024,0,0.337023,
1025,0,0.315286,
1026,0,0.185231,
1027,0,0.271298,
1028,0,0.350249,
1029,0,0.238444,
1030,0,0.287863,
1031,0,0.346103,
1032,0,0.265393,
1033,0,0.250858,
1034,0,0.25647,
1035,0,0.0958132,
1036,0,0.748938,
1037,0,0.409062,
1038,0,0.374455,
1039,0,0.480865,
1040,0,0.337317,
1041,0,0.230348,
1042,0,0.306312,
1043,0,0.379542,
1044,0,0.255525,
1045,0,0.343677,
1046,0,0.347894,
1047,0,0.328418,
1048,0,0.250533,
1049,0,0.340703,
1050,0,0.300062,
1051,0,0.165445,
1052,0,0.145013,
1053,0,0.295011,
1054,0,0.25513,
1055,0,0.333998,
1056,0,0.168753,
1057,0,0.294713,
1058,0,0.295062,
1059,0,0.208328,
1060,0,0.174572,
1061,0,0.724591,
1062,0,0.440952,
1063,0,0.38118,
1064,0,0.432633,
1065,0,0.257426,
1066,0,0.315525,
1067,0,0.392337,
1068,0,0.318507,
1069,0,0.291139,
1070,0,0.368495,
1071,0,0.210103,
1072,0,0.337948,
1073,0,0.38955,
1074,0,0.323657,
1075,0,0.335942,
1076,0,0.396361,
1077,0,0.24641,
1078,0,0.162306,
1079,0,0.266153,
1080,0,0.227734,
1081,0,0.293698,
1082,0,0.371473,
1083,0,0.271823,
1084,0,0.209241,
1085,0,0.228706,
1086,0,0.701086,
1087,0,0.387152,
1088,0,0.382555,
1089,0,0.261666,
1090,0,0.238424,
1091,0,0.332713,
1092,0,0.222377,
1093,0,0.280217,
1094,0,0.379346,
1095,0,0.281068,
1096,0,0.235383,
1097,0,0.238369,
1098,0,0.170743,
1099,0,0.173436,
1100,0,0.263081,
1101,0,0.19917,
1102,0,0.177107,
1103,0,0.287267,
1104,0,0.171954,
1105,0,0.206122,
1106,0,0.308938,
1107,0,0.204762,
1108,0,0.230516,
1109,0,0.233921,
1110,0,0.132555,
1111,0,0.721742,
1112,0,0.444867,
1113,0,0.354854,
1114,0,0.351868,
1115,0,0.350911,
1116,0,0.25587,
1117,0,0.252919,
1118,0,0.29273,
1119,0,0.259844,
1120,0,0.28492,
1121,0,0.275664,
1122,0,0.424137,
1123,0,0.313926,
1124,0,0.311971,
1125,0,0.207004,
1126,0,0.106257,
1127,0,0.192473,
1128,0,0.110638,
1129,0,0.115619,
1130,0,0.235677,
1131,0,0.109623,
1132,0,0.133073,
1133,0,0.136278,
1134,0,0.106308,
1135,0,0.0892141,
1136,0,0.718344,
1137,0,0.205405,
1138,0,0.21285,
1139,0,0.251313,
1140,0,0.185333,
1141,0,0.216099,
1142,0,0.253883,
1143,0,0.14747,
1144,0,0.180376,
1145,0,0.274038,
1146,0,0.143763,
1147,0,0.217404,
1148,0,0.270475,
1149,0,0.174215,
1150,0,0.123331,
1151,0,0.17505,
1152,0,0.141568,
1153,0,0.174835,
1154,0,0.180164,
1155,0,0.151369,
1156,0,0.138328,
1157,0,0.176042,
1158,0,0.146616,
1159,0,0.117707,
1160,0,0.133319,
1161,0,0.618687,
1162,0,0.28193,
1163,0,0.373123,
1164,0,0.255682,
1165,0,0.253292,
1166,0,0.220218,
1167,0,0.254632,
1168,0,0.216021,
1169,0,0.213399,
1170,0,0.171962,
1171,0,0.205287,
1172,0,0.3374,
1173,0,0.175571,
1174,0,0.199017,
1175,0,0.256932,
1176,0,0.22282,
1177,0,0.150378,
1178,0,0.168717,
1179,0,0.159681,
1180,0,0.143234,
1181,0,0.385177,
1182,0,0.206506,
1183,0,0.305011,
1184,0,0.240195,
1185,0,0.143418,
1186,0,0.741155,
1187,0,0.368985,
1188,0,0.277584,
1189,0,0.28889,
1190,0,0.356327,
1191,0,0.280833,
1192,0,0.405985,
1193,0,0.332803,
1194,0,0.278928,
1195,0,0.241073,
1196,0,0.363655,
1197,0,0.351284,
1198,0,0.369596,
1199,0,0.391662,
1200,0,0.250976,
1201,0,0.159097,
1202,0,0.37674,
1203,0,0.281863,
1204,0,0.290833,
1205,0,0.449534,
1206,0,0.211773,
1207,0,0.294348,
1208,0,0.35657,
1209,0,0.282486,
1210,0,0.207689,
1211,0,0.760232,
1212,0,0.488322,
1213,0,0.406166,
1214,0,0.383657,
1215,0,0.384515,
1216,0,0.424364,
1217,0,0.509605,
1218,0,0.461036,
1219,0,0.40771,
1220,0,0.271573,
1221,0,0.45767,
1222,0,0.470288,
1223,0,0.533258,
1224,0,0.319801,
1225,0,0.390538,
1226,0,0.423287,
1227,0,0.337987,
1228,0,0.302198,
1229,0,0.311877,
1230,0,0.233874,
1231,0,0.184177,
1232,0,0.202329,
1233,0,0.171794,
1234,0,0.106507,
1235,0,0.0858322,
1236,0,0.615191,
1237,0,0.190674,
1238,0,0.330307,
1239,0,0.268446,
1240,0,0.215895,
1241,0,0.221566,
1242,0,0.250153,
1243,0,0.26968,
1244,0,0.274692,
1245,0,0.242221,
1246,0,0.14354,
1247,0,0.282964,
1248,0,0.188695,
1249,0,0.109372,
1250,0,0.24353,
1251,0,0.387387,
1252,0,0.127731,
1253,0,0.161052,
1254,0,0.135071,
1255,0,0.157498,
1256,0,0.256685,
1257,0,0.237805,
1258,0,0.269288,
1259,0,0.19687,
1260,0,0.160535,
1261,0,0.718305,
1262,0,0.481484,
1263,0,0.35503,
1264,0,0.261795,
1265,0,0.360465,
1266,0,0.322426,
1267,0,0.293431,
1268,0,0.345457,
1269,0,0.283341,
1270,0,0.201721,
1271,0,0.16173,
1272,0,0.277282,
1273,0,0.266373,
1274,0,0.162545,
1275,0,0.0986073,
1276,0,0.194867,
1277,0,0.342529,
1278,0,0.194558,
1279,0,0.170591,
1280,0,0.215441,
1281,0,0.178166,
1282,0,0.146055,
1283,0,0.103416,
1284,0,0.125611,
1285,0,0.096644,
1286,0,0.638457,
1287,0,0.245846,
1288,0,0.180489,
1289,0,0.2959,
1290,0,0.277541,
1291,0,0.207689,
1292,0,0.287937,
1293,0,0.214951,
1294,0,0.194119,
1295,0,0.191728,
1296,0,0.210099,
1297,0,0.250639,
1298,0,0.287185,
1299,0,0.146584,
1300,0,0.154798,
1301,0,0.17023,
1302,0,0.106668,
1303,0,0.107742,
1304,0,0.264535,
1305,0,0.140401,
1306,0,0.139546,
1307,0,0.146682,
1308,0,0.128778,
1309,0,0.150335,
1310,0,0.0845037,
1311,0,0.508229,
1312,0,0.327611,
1313,0,0.248515,
1314,0,0.192982,
1315,0,0.197681,
1316,0,0.156562,
1317,0,0.131944,
1318,0,0.125137,
1319,0,0.152655,
1320,0,0.146443,
1321,0,0.168181,
1322,0,0.223392,
1323,0,0.130882,
1324,0,0.144323,
1325,0,0.164278,
1326,0,0.0977961,
1327,0,0.0924784,
1328,0,0.304835,
1329,0,0.186462,
1330,0,0.102887,
1331,0,0.184984,
1332,0,0.104368,
1333,0,0.0960954,
1334,0,0.10139,
1335,0,0.144602,
1336,0,0.628115,
1337,0,0.526138,
1338,0,0.284195,
1339,0,0.211839,
1340,0,0.418455,
1341,0,0.393054,
1342,0,0.373264,
1343,0,0.413897,
1344,0,0.316611,
1345,0,0.330189,
1346,0,0.389284,
1347,0,0.326388,
1348,0,0.266862,
1349,0,0.397462,
1350,0,0.271753,
1351,0,0.259781,
1352,0,0.360818,
1353,0,0.260005,
1354,0,0.233675,
